,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,faixa_nota
3579,14,90,Alto,Alto,Sim,8,86,Médio,Sim,4,Médio,Médio,Privado,Negativo,2,Não,Ensino Médio,Perto,Feminino,99,alto
3580,33,64,Médio,Médio,Não,8,52,Baixo,Não,3,Alto,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,67,médio
3581,28,73,Médio,Alto,Sim,7,65,Alto,Sim,3,Alto,Alto,Público,Positivo,3,Não,Pós-Graduação,Perto,Masculino,72,médio
3582,32,75,Baixo,Baixo,Não,7,55,Médio,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,66,médio
3583,13,85,Baixo,Alto,Sim,9,73,Alto,Sim,3,Médio,Alto,Público,Positivo,2,Não,Pós-Graduação,Moderado,Masculino,68,médio
3584,20,66,Alto,Baixo,Não,9,72,Baixo,Sim,1,Médio,Alto,Público,Positivo,1,Não,Faculdade,Perto,Feminino,64,médio
3585,12,94,Alto,Alto,Não,5,68,Alto,Sim,1,Alto,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,69,médio
3586,16,78,Médio,Alto,Não,10,99,Baixo,Sim,0,Baixo,Médio,Público,Positivo,4,Não,Ensino Médio,Longe,Feminino,65,médio
3587,14,97,Baixo,Alto,Não,5,62,Médio,Não,1,Médio,Médio,Público,Neutro,4,Sim,Pós-Graduação,Longe,Feminino,66,médio
3588,27,79,Alto,Alto,Sim,6,90,Baixo,Sim,3,Médio,Alto,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,73,médio
3589,18,71,Médio,Médio,Sim,7,72,Baixo,Sim,0,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,63,médio
3590,26,66,Médio,Médio,Sim,7,67,Alto,Sim,3,Médio,Médio,Público,Negativo,4,Não,Ensino Médio,Moderado,Feminino,66,médio
3591,24,60,Médio,Médio,Sim,10,60,Baixo,Sim,3,Baixo,Alto,Privado,Neutro,2,Não,Pós-Graduação,Perto,Feminino,65,médio
3592,34,81,Médio,Médio,Sim,9,82,Baixo,Sim,1,Médio,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,71,médio
3593,11,64,Médio,Baixo,Sim,8,67,Alto,Não,1,Médio,Médio,Público,Neutro,2,Sim,Faculdade,Perto,Masculino,58,baixo
3594,28,76,Médio,Médio,Não,9,91,Médio,Sim,0,Baixo,Alto,Privado,Neutro,3,Não,Ensino Médio,Moderado,Masculino,68,médio
3595,27,84,Médio,Médio,Não,8,98,Médio,Sim,0,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,69,médio
3596,14,71,Alto,Baixo,Sim,6,61,Baixo,Sim,0,Baixo,Médio,Público,Positivo,3,Não,Pós-Graduação,Perto,Feminino,63,médio
3597,26,67,Médio,Médio,Sim,8,56,Médio,Sim,1,Médio,Médio,Público,Negativo,5,Não,Faculdade,Perto,Feminino,66,médio
3598,22,91,Médio,Médio,Sim,7,66,Médio,Não,0,Alto,Alto,Público,Negativo,3,Não,Faculdade,Perto,Feminino,69,médio
3599,19,98,Médio,Baixo,Sim,6,73,Médio,Sim,3,Baixo,Médio,Privado,Negativo,3,Não,Faculdade,Perto,Masculino,69,médio
3600,15,64,Alto,Médio,Não,9,65,Médio,Sim,2,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,63,médio
3601,16,66,Baixo,Alto,Sim,7,99,Médio,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Faculdade,Perto,Feminino,65,médio
3602,32,98,Baixo,Alto,Não,5,89,Médio,Sim,2,Alto,Baixo,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,76,médio
3603,20,62,Alto,Médio,Sim,6,98,Alto,Sim,0,Alto,Alto,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,67,médio
3604,25,99,Baixo,Médio,Não,8,69,Médio,Não,1,Baixo,Alto,Público,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,70,médio
3605,15,60,Médio,Baixo,Não,9,65,Médio,Sim,1,Médio,Alto,Público,Negativo,5,Não,Faculdade,Moderado,Masculino,60,baixo
3606,15,95,Alto,Baixo,Não,8,70,Médio,Sim,2,Alto,Alto,Público,Neutro,3,Sim,Ensino Médio,Perto,Feminino,68,médio
3607,26,72,Médio,Médio,Sim,8,76,Médio,Sim,1,Médio,Médio,Público,Negativo,3,Não,Pós-Graduação,Perto,Masculino,68,médio
3608,12,98,Baixo,Alto,Sim,6,87,Médio,Sim,2,Baixo,Médio,Privado,Neutro,3,Não,Pós-Graduação,Perto,Feminino,70,médio
3609,18,73,Médio,Alto,Sim,7,94,Alto,Sim,1,Alto,Médio,Privado,Neutro,3,Não,Pós-Graduação,Moderado,Feminino,68,médio
3610,20,86,Alto,Alto,Não,7,73,Médio,Sim,3,Baixo,Baixo,Público,Neutro,3,Sim,Ensino Médio,Perto,Masculino,69,médio
3611,21,63,Médio,Médio,Sim,7,64,Médio,Sim,0,Baixo,Médio,Público,Negativo,3,Não,Ensino Médio,Perto,Feminino,62,médio
3612,19,70,Alto,Baixo,Não,7,66,Médio,Sim,1,Alto,Baixo,Privado,Neutro,4,Não,Faculdade,Moderado,Masculino,64,médio
3613,22,91,Alto,Médio,Não,6,85,Baixo,Sim,2,Médio,Médio,Privado,Positivo,2,Não,Ensino Médio,Moderado,Feminino,71,médio
3614,24,81,Médio,Médio,Sim,8,78,Médio,Sim,1,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,68,médio
3615,24,97,Alto,Médio,Não,5,74,Alto,Sim,0,Médio,Baixo,Público,Neutro,5,Não,Ensino Médio,Perto,Feminino,72,médio
3616,14,77,Médio,Médio,Sim,5,60,Baixo,Sim,1,Alto,Alto,Privado,Negativo,3,Não,Pós-Graduação,Longe,Masculino,64,médio
3617,18,95,Médio,Alto,Sim,6,94,Médio,Sim,6,Baixo,Alto,Público,Neutro,3,Não,Ensino Médio,Longe,Feminino,73,médio
3618,27,78,Médio,Alto,Não,8,89,Baixo,Sim,0,Baixo,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Feminino,69,médio
3619,25,99,Baixo,Médio,Não,8,57,Médio,Sim,1,Médio,Baixo,Privado,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,70,médio
3620,12,98,Médio,Alto,Não,4,68,Médio,Sim,3,Baixo,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,69,médio
3621,22,73,Médio,Baixo,Não,8,77,Médio,Sim,1,Alto,Médio,Público,Neutro,3,Não,Ensino Médio,Longe,Masculino,64,médio
3622,8,95,Médio,Médio,Não,7,73,Baixo,Sim,2,Médio,Médio,Privado,Neutro,2,Não,Faculdade,Perto,Masculino,66,médio
3623,20,94,Médio,Médio,Sim,6,70,Alto,Sim,1,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Moderado,Feminino,69,médio
3624,31,68,Alto,Médio,Não,7,86,Baixo,Sim,1,Baixo,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Feminino,68,médio
3625,14,85,Médio,Baixo,Sim,5,53,Médio,Sim,4,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,65,médio
3626,15,63,Alto,Baixo,Sim,7,74,Médio,Sim,4,Baixo,Médio,Público,Negativo,2,Não,Ensino Médio,Moderado,Masculino,62,médio
3627,25,93,Alto,Alto,Sim,5,63,Médio,Sim,2,Alto,Médio,Público,Positivo,2,Não,Pós-Graduação,Perto,Feminino,75,médio
3628,11,67,Médio,Médio,Sim,6,54,Baixo,Sim,0,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,60,baixo
3629,16,63,Médio,Alto,Sim,6,73,Médio,Sim,0,Médio,Médio,Público,Neutro,4,Não,Faculdade,Perto,Masculino,63,médio
3630,24,76,Médio,Baixo,Sim,8,59,Médio,Sim,2,Médio,Médio,Público,Positivo,4,Não,Faculdade,Longe,Masculino,66,médio
3631,16,83,Alto,Médio,Sim,7,63,Médio,Sim,0,Médio,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Feminino,67,médio
3632,19,94,Baixo,Médio,Sim,8,75,Médio,Sim,1,Médio,Médio,Público,Negativo,3,Não,Faculdade,Moderado,Feminino,68,médio
3633,24,99,Médio,Médio,Sim,5,99,Médio,Sim,0,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,72,médio
3634,23,78,Baixo,Médio,Não,7,84,Alto,Sim,0,Baixo,Médio,Privado,Neutro,3,Não,Faculdade,Perto,Masculino,66,médio
3635,22,62,Médio,Médio,Sim,8,64,Médio,Sim,0,Baixo,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Feminino,63,médio
3636,18,90,Médio,Alto,Sim,9,69,Médio,Sim,1,Alto,Alto,Privado,Positivo,3,Não,Faculdade,Moderado,Feminino,71,médio
3637,22,83,Baixo,Médio,Sim,5,70,Alto,Sim,2,Baixo,Médio,Público,Positivo,3,Não,Faculdade,Longe,Masculino,67,médio
3638,19,78,Médio,Médio,Sim,6,58,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,66,médio
3639,23,72,Alto,Médio,Não,8,58,Médio,Não,2,Baixo,Alto,Privado,Positivo,2,Não,Faculdade,Perto,Feminino,66,médio
3640,17,80,Alto,Alto,Não,9,57,Médio,Sim,4,Baixo,Médio,Público,Positivo,2,Não,Faculdade,Perto,Masculino,68,médio
3641,19,74,Médio,Médio,Não,7,76,Alto,Sim,1,Alto,Médio,Público,Neutro,3,Não,Faculdade,Perto,Feminino,66,médio
3642,14,90,Alto,Médio,Sim,5,84,Médio,Sim,0,Baixo,Médio,Público,Negativo,3,Não,Pós-Graduação,Perto,Feminino,68,médio
3643,20,82,Alto,Médio,Sim,5,80,Médio,Sim,3,Baixo,Médio,Público,Neutro,1,Sim,Faculdade,Perto,Feminino,68,médio
3644,15,95,Baixo,Médio,Sim,7,99,Baixo,Sim,0,Alto,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,68,médio
3645,13,82,Médio,Alto,Não,8,56,Baixo,Sim,2,Baixo,Alto,Privado,Neutro,3,Não,Pós-Graduação,Perto,Masculino,66,médio
3646,22,70,Alto,Baixo,Não,7,99,Médio,Sim,1,Baixo,Alto,Privado,Positivo,2,Não,Ensino Médio,Moderado,Masculino,66,médio
3647,21,94,Médio,Alto,Não,5,73,Baixo,Sim,0,Médio,Alto,Público,Neutro,3,Não,Pós-Graduação,Longe,Feminino,70,médio
3648,25,82,Alto,Médio,Sim,9,61,Baixo,Sim,1,Alto,Médio,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,68,médio
3649,17,68,Médio,Médio,Sim,6,97,Alto,Sim,2,Alto,Baixo,Público,Negativo,3,Não,Ensino Médio,Moderado,Masculino,65,médio
3650,22,85,Baixo,Alto,Sim,8,73,Alto,Sim,1,Médio,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,70,médio
3651,23,74,Médio,Médio,Não,4,67,Médio,Sim,3,Alto,Médio,Privado,Negativo,5,Não,Ensino Médio,Longe,Masculino,66,médio
3652,23,94,Médio,Alto,Sim,9,61,Médio,Não,0,Médio,Médio,Público,Negativo,1,Sim,Pós-Graduação,Moderado,Feminino,68,médio
3653,15,78,Médio,Médio,Sim,6,63,Alto,Sim,1,Médio,Médio,Privado,Neutro,2,Sim,Faculdade,Moderado,Masculino,64,médio
3654,21,89,Médio,Médio,Não,9,99,Médio,Sim,0,Médio,Médio,Privado,Negativo,3,Não,Ensino Médio,Perto,Masculino,69,médio
3655,22,64,Médio,Médio,Não,8,65,Baixo,Sim,2,Médio,Médio,Privado,Neutro,4,Não,Pós-Graduação,Perto,Feminino,65,médio
3656,20,76,Médio,Alto,Sim,5,99,Baixo,Não,3,Médio,Alto,Público,Negativo,3,Não,Pós-Graduação,Perto,Feminino,69,médio
3657,7,99,Baixo,Alto,Sim,7,67,Baixo,Não,1,Alto,Alto,Privado,Neutro,4,Não,Ensino Médio,Perto,Feminino,66,médio
3658,21,92,Alto,Baixo,Não,9,62,Médio,Sim,1,Médio,Baixo,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,68,médio
3659,33,66,Médio,Médio,Sim,6,59,Médio,Sim,3,Alto,Médio,Público,Positivo,2,Não,Pós-Graduação,Perto,Feminino,70,médio
3660,18,71,Alto,Médio,Não,9,71,Médio,Sim,1,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,65,médio
3661,16,73,Alto,Médio,Sim,8,62,Médio,Sim,0,Alto,Alto,Privado,Neutro,2,Não,Ensino Médio,Perto,Feminino,65,médio
3662,22,86,Médio,Baixo,Não,9,85,Médio,Sim,1,Médio,Médio,Público,Negativo,3,Não,Pós-Graduação,Perto,Feminino,68,médio
3663,22,90,Baixo,Médio,Não,7,62,Baixo,Sim,0,Médio,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,67,médio
3664,27,90,Alto,Alto,Não,7,92,Médio,Sim,0,Baixo,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Feminino,72,médio
3665,12,80,Alto,Alto,Sim,10,92,Alto,Sim,1,Alto,Alto,Público,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,70,médio
3666,24,92,Baixo,Alto,Sim,8,64,Alto,Sim,1,Alto,Alto,Privado,Neutro,3,Não,Faculdade,Perto,Masculino,72,médio
3667,24,77,Alto,Alto,Sim,7,88,Baixo,Sim,1,Alto,Médio,Público,Negativo,5,Não,Faculdade,Perto,Masculino,71,médio
3668,19,65,Baixo,Médio,Não,8,93,Baixo,Sim,1,Médio,Alto,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,64,médio
3669,22,83,Baixo,Alto,Sim,6,80,Médio,Sim,2,Médio,Médio,Público,Positivo,5,Não,Ensino Médio,Moderado,Feminino,69,médio
3670,26,98,Médio,Médio,Sim,7,68,Médio,Sim,4,Baixo,Médio,Público,Positivo,1,Não,Ensino Médio,Perto,Feminino,73,médio
3671,25,92,Baixo,Alto,Sim,9,72,Médio,Sim,1,Baixo,Médio,Público,Negativo,5,Não,Pós-Graduação,Longe,Feminino,70,médio
3672,13,83,Alto,Médio,Não,7,89,Médio,Sim,1,Baixo,Médio,Público,Neutro,4,Não,Pós-Graduação,Perto,Feminino,68,médio
3673,25,86,Alto,Médio,Não,6,65,Médio,Sim,2,Médio,Alto,Público,Positivo,5,Não,Ensino Médio,Moderado,Masculino,71,médio
3674,20,97,Médio,Alto,Não,6,67,Baixo,Sim,1,Baixo,Alto,Privado,Positivo,3,Não,Pós-Graduação,Perto,Feminino,71,médio
3675,20,77,Baixo,Alto,Sim,7,58,Alto,Sim,0,Alto,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,66,médio
3676,20,73,Médio,Alto,Não,6,70,Baixo,Sim,3,Alto,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,68,médio
3677,19,99,Médio,Alto,Sim,5,54,Baixo,Sim,0,Médio,Médio,Público,Neutro,2,Não,Pós-Graduação,Perto,Masculino,70,médio
3678,27,95,Médio,Médio,Não,5,66,Baixo,Sim,3,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,72,médio
3679,19,73,Baixo,Alto,Sim,9,69,Alto,Sim,1,Baixo,Baixo,Público,Positivo,4,Não,Pós-Graduação,Perto,Feminino,66,médio
3680,13,79,Médio,Alto,Sim,7,63,Baixo,Não,3,Alto,Médio,Privado,Neutro,2,Não,Ensino Médio,Perto,Feminino,65,médio
3681,18,77,Médio,Alto,Sim,7,55,Alto,Não,3,Alto,Médio,Privado,Neutro,3,Sim,Ensino Médio,Perto,Feminino,66,médio
3682,21,66,Alto,Médio,Sim,6,76,Baixo,Sim,3,Baixo,Médio,Privado,Neutro,1,Não,Ensino Médio,Moderado,Feminino,65,médio
3683,27,98,Alto,Baixo,Sim,6,93,Baixo,Sim,0,Baixo,Médio,Privado,Neutro,4,Não,Ensino Médio,Moderado,Masculino,72,médio
3684,24,76,Médio,Médio,Sim,6,67,Médio,Sim,2,Alto,Médio,Público,Negativo,3,Não,Faculdade,Perto,Feminino,68,médio
3685,15,95,Médio,Médio,Sim,7,62,Alto,Sim,0,Alto,Médio,Público,Negativo,3,Não,Faculdade,Perto,Feminino,68,médio
3686,35,68,Baixo,Alto,Sim,5,64,Médio,Sim,0,Alto,Baixo,Público,Positivo,4,Sim,Ensino Médio,Perto,Masculino,67,médio
3687,22,82,Médio,Médio,Sim,9,93,Baixo,Sim,2,Baixo,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,68,médio
3688,28,61,Alto,Médio,Não,7,76,Alto,Sim,1,Médio,Alto,Público,Positivo,4,Não,Ensino Médio,Moderado,Masculino,67,médio
3689,19,91,Médio,Alto,Não,7,57,Baixo,Sim,3,Alto,Alto,Público,Negativo,3,Não,Ensino Médio,Moderado,Feminino,69,médio
3690,23,83,Baixo,Baixo,Não,8,85,Médio,Sim,2,Baixo,Médio,Privado,Neutro,2,Sim,Ensino Médio,Perto,Masculino,65,médio
3691,25,85,Médio,Médio,Não,8,58,Médio,Sim,2,Médio,Alto,Público,Neutro,4,Não,Faculdade,Perto,Masculino,70,médio
3692,27,62,Alto,Médio,Não,6,53,Baixo,Sim,1,Médio,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,64,médio
3693,26,68,Médio,Médio,Não,8,63,Médio,Sim,2,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,66,médio
3694,25,63,Baixo,Médio,Não,8,58,Médio,Sim,1,Alto,Médio,Público,Positivo,1,Não,Faculdade,Perto,Feminino,64,médio
3695,18,72,Alto,Alto,Sim,7,80,Alto,Sim,1,Alto,Alto,Público,Negativo,2,Sim,Ensino Médio,Moderado,Feminino,66,médio
3696,17,85,Médio,Médio,Sim,9,74,Médio,Sim,1,Médio,Médio,Privado,Neutro,2,Não,Ensino Médio,Perto,Masculino,67,médio
3697,22,83,Médio,Baixo,Sim,8,86,Médio,Sim,3,Médio,Baixo,Público,Negativo,4,Não,Ensino Médio,Perto,Masculino,68,médio
3698,26,84,Médio,Médio,Não,8,76,Médio,Sim,5,Médio,Alto,Público,Neutro,2,Não,Ensino Médio,Moderado,Masculino,71,médio
3699,19,82,Alto,Baixo,Não,9,71,Médio,Sim,1,Baixo,Alto,Privado,Neutro,3,Não,Faculdade,Perto,Feminino,67,médio
3700,26,71,Alto,Médio,Sim,7,76,Médio,Sim,3,Baixo,Médio,Público,Positivo,2,Não,Pós-Graduação,Moderado,Masculino,69,médio
3701,29,70,Médio,Baixo,Sim,7,72,Baixo,Sim,1,Médio,Médio,Público,Positivo,4,Não,Faculdade,Perto,Masculino,67,médio
3702,15,65,Baixo,Alto,Sim,8,52,Médio,Sim,4,Baixo,Médio,Privado,Neutro,3,Sim,Ensino Médio,Moderado,Feminino,61,médio
3703,15,94,Médio,Médio,Não,7,84,Médio,Sim,0,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,68,médio
3704,19,85,Baixo,Baixo,Sim,8,98,Médio,Sim,2,Médio,Baixo,Privado,Neutro,4,Não,Ensino Médio,Perto,Feminino,67,médio
3705,22,67,Baixo,Médio,Sim,6,71,Baixo,Sim,1,Médio,Alto,Público,Neutro,4,Não,Faculdade,Moderado,Masculino,64,médio
3706,17,67,Médio,Médio,Sim,4,71,Médio,Sim,3,Médio,Alto,Público,Negativo,2,Não,Ensino Médio,Moderado,Feminino,63,médio
3707,28,95,Baixo,Médio,Não,8,52,Alto,Sim,3,Alto,Alto,Público,Negativo,4,Não,Faculdade,Perto,Masculino,72,médio
3708,23,90,Alto,Médio,Não,5,95,Baixo,Sim,2,Baixo,Médio,Público,Negativo,2,Não,Ensino Médio,Moderado,Masculino,69,médio
3709,20,86,Baixo,Alto,Não,6,96,Médio,Sim,1,Alto,Baixo,Público,Neutro,2,Sim,Ensino Médio,Longe,Masculino,66,médio
3710,11,76,Médio,Médio,Sim,8,91,Baixo,Sim,1,Alto,Alto,Privado,Neutro,3,Sim,Faculdade,Perto,Feminino,64,médio
3711,12,70,Baixo,Médio,Sim,8,55,Médio,Sim,2,Médio,Alto,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,61,médio
3712,22,99,Médio,Alto,Sim,9,95,Médio,Sim,2,Baixo,Baixo,Público,Negativo,4,Sim,Ensino Médio,Perto,Masculino,71,médio
3713,7,92,Baixo,Médio,Sim,4,51,Médio,Sim,0,Alto,Médio,Público,Positivo,1,Não,Ensino Médio,Perto,Feminino,63,médio
3714,26,72,Médio,Baixo,Não,7,72,Baixo,Sim,2,Médio,Baixo,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,65,médio
3715,19,94,Alto,Baixo,Sim,7,75,Médio,Sim,2,Alto,Médio,Público,Negativo,5,Não,Faculdade,Perto,Feminino,71,médio
3716,39,90,Alto,Alto,Não,8,92,Alto,Sim,2,Médio,Alto,Privado,Neutro,1,Não,Ensino Médio,Perto,Feminino,78,médio
3717,34,72,Médio,Alto,Sim,9,88,Baixo,Sim,1,Alto,Médio,Privado,Positivo,3,Não,Pós-Graduação,Perto,Masculino,73,médio
3718,19,77,Baixo,Médio,Não,5,90,Baixo,Sim,1,Baixo,Alto,Privado,Neutro,3,Não,Faculdade,Perto,Feminino,65,médio
3719,19,67,Baixo,Médio,Sim,7,93,Alto,Sim,0,Médio,Médio,Público,Positivo,4,Não,Pós-Graduação,Perto,Masculino,66,médio
3720,26,64,Alto,Baixo,Sim,8,74,Baixo,Sim,3,Médio,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,66,médio
3721,30,89,Médio,Médio,Não,6,89,Médio,Sim,3,Alto,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,74,médio
3722,10,71,Médio,Baixo,Não,10,53,Baixo,Sim,4,Alto,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,62,médio
3723,9,93,Alto,Baixo,Sim,6,72,Baixo,Sim,1,Médio,Médio,Público,Positivo,2,Não,Faculdade,Perto,Feminino,66,médio
3724,16,100,Alto,Alto,Não,7,52,Médio,Sim,4,Baixo,Médio,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,71,médio
3725,23,63,Alto,Médio,Sim,5,96,Médio,Sim,2,Alto,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,67,médio
3726,23,79,Alto,Baixo,Sim,7,98,Baixo,Sim,0,Médio,Alto,Público,Neutro,4,Não,Faculdade,Perto,Feminino,69,médio
3727,26,92,Médio,Alto,Não,4,54,Médio,Sim,2,Alto,Médio,Público,Positivo,4,Não,Ensino Médio,Moderado,Masculino,72,médio
3728,13,92,Alto,Alto,Sim,7,77,Médio,Sim,2,Alto,Médio,Público,Positivo,4,Não,Pós-Graduação,Perto,Masculino,72,médio
3729,6,90,Médio,Médio,Sim,9,66,Médio,Sim,2,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Longe,Masculino,65,médio
3730,25,74,Alto,Alto,Não,5,67,Alto,Sim,1,Médio,Médio,Público,Positivo,5,Não,Pós-Graduação,Perto,Masculino,71,médio
3731,15,78,Médio,Médio,Não,5,73,Médio,Sim,0,Alto,Alto,Privado,Positivo,1,Sim,Faculdade,Perto,Masculino,64,médio
3732,8,84,Médio,Baixo,Sim,9,56,Baixo,Sim,1,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,61,médio
3733,21,99,Médio,Baixo,Sim,9,59,Baixo,Sim,1,Alto,Alto,Público,Negativo,2,Não,Faculdade,Moderado,Feminino,69,médio
3734,25,73,Baixo,Médio,Sim,5,79,Médio,Sim,1,Baixo,Médio,Privado,Neutro,5,Não,Ensino Médio,Moderado,Feminino,65,médio
3735,19,97,Médio,Baixo,Sim,10,51,Alto,Sim,3,Baixo,Alto,Público,Neutro,4,Não,Faculdade,Longe,Feminino,69,médio
3736,17,71,Médio,Médio,Não,8,80,Baixo,Sim,2,Alto,Baixo,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,64,médio
3737,19,100,Médio,Baixo,Sim,9,66,Alto,Sim,1,Alto,Médio,Público,Negativo,4,Sim,Pós-Graduação,Moderado,Masculino,69,médio
3738,18,87,Médio,Médio,Sim,6,92,Baixo,Sim,1,Baixo,Médio,Privado,Neutro,4,Não,Ensino Médio,Perto,Feminino,68,médio
3739,12,79,Médio,Baixo,Não,9,80,Baixo,Sim,1,Alto,Médio,Público,Positivo,2,Não,Faculdade,Moderado,Masculino,63,médio
3740,16,85,Baixo,Médio,Não,7,85,Alto,Sim,1,Médio,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,66,médio
3741,23,71,Médio,Médio,Não,7,56,Baixo,Sim,1,Médio,Médio,Privado,Positivo,4,Não,Ensino Médio,Perto,Feminino,65,médio
3742,22,71,Alto,Médio,Sim,8,63,Médio,Sim,2,Médio,Alto,Público,Negativo,2,Não,Ensino Médio,Moderado,Masculino,66,médio
3743,21,65,Médio,Médio,Não,6,100,Médio,Sim,3,Médio,Médio,Público,Neutro,4,Não,Pós-Graduação,Perto,Masculino,67,médio
3744,14,65,Médio,Alto,Sim,5,72,Baixo,Sim,3,Baixo,Alto,Privado,Negativo,2,Não,Ensino Médio,Perto,Masculino,62,médio
3745,19,74,Médio,Alto,Sim,7,68,Médio,Sim,2,Baixo,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Feminino,66,médio
3746,7,91,Alto,Médio,Não,7,94,Alto,Não,3,Alto,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Feminino,68,médio
3747,21,84,Médio,Médio,Sim,6,52,Médio,Sim,2,Alto,Alto,Público,Negativo,5,Não,Ensino Médio,Moderado,Masculino,68,médio
3748,29,64,Baixo,Médio,Não,9,77,Médio,Sim,0,Baixo,Alto,Público,Negativo,2,Não,Ensino Médio,Moderado,Feminino,63,médio
3749,11,94,Alto,Baixo,Sim,10,61,Médio,Sim,1,Médio,Baixo,Público,Neutro,3,Não,Faculdade,Moderado,Masculino,66,médio
3750,16,84,Alto,Baixo,Não,6,68,Baixo,Não,3,Médio,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,65,médio
3751,22,98,Alto,Médio,Sim,7,60,Médio,Sim,1,Alto,Médio,Público,Positivo,1,Não,Ensino Médio,Perto,Masculino,72,médio
3752,28,87,Médio,Médio,Não,6,52,Médio,Sim,4,Baixo,Baixo,Privado,Neutro,3,Não,Pós-Graduação,Perto,Feminino,70,médio
3753,17,67,Alto,Baixo,Não,10,71,Médio,Sim,1,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,63,médio
3754,16,79,Médio,Médio,Não,8,89,Médio,Sim,0,Baixo,Alto,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,65,médio
3755,8,86,Alto,Baixo,Sim,8,98,Baixo,Sim,1,Baixo,Médio,Privado,Neutro,1,Não,Faculdade,Perto,Masculino,65,médio
3756,21,61,Alto,Alto,Não,9,81,Médio,Sim,1,Médio,Médio,Privado,Neutro,3,Não,Pós-Graduação,Perto,Masculino,66,médio
3757,32,61,Alto,Médio,Sim,7,69,Alto,Sim,0,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,68,médio
